sex,length,diameter,shuckedweight,shellweight,class
I,0.435,0.335,0.129,0.11,7
I,0.435,0.325,0.1595,0.105,6
I,0.455,0.36,0.2085,0.147,10
I,0.46,0.35,0.176,0.1205,7
M,0.475,0.36,0.1965,0.112,7
I,0.485,0.375,0.2935,0.16,7
I,0.49,0.375,0.204,0.143,8
I,0.495,0.37,0.2075,0.15,8
I,0.5,0.4,0.261,0.1935,8
I,0.5,0.39,0.2455,0.173,8
F,0.515,0.375,0.3005,0.15,6
I,0.515,0.39,0.238,0.185,8
I,0.52,0.41,0.2965,0.165,9
I,0.53,0.4,0.1935,0.195,9
I,0.54,0.43,0.3935,0.2295,9
I,0.545,0.375,0.2375,0.1725,8
I,0.545,0.42,0.358,0.22,8
I,0.55,0.42,0.3995,0.23,12
I,0.55,0.415,0.373,0.2215,8
I,0.56,0.44,0.349,0.2,8
I,0.565,0.42,0.31,0.231,9
F,0.565,0.44,0.435,0.27,9
M,0.57,0.45,0.3385,0.245,9
I,0.57,0.43,0.354,0.2815,10
I,0.575,0.445,0.3475,0.25,9
M,0.575,0.44,0.483,0.275,13
F,0.58,0.435,0.428,0.23,8
M,0.58,0.46,0.469,0.295,10
F,0.595,0.435,0.4175,0.265,8
M,0.595,0.45,0.463,0.2535,10
I,0.6,0.48,0.38,0.29,8
M,0.605,0.475,0.3835,0.27,8
F,0.61,0.465,0.4835,0.28,10
M,0.61,0.47,0.449,0.2945,9
F,0.61,0.485,0.5735,0.355,7
F,0.62,0.515,0.6685,0.335,12
M,0.63,0.49,0.5255,0.339,11
F,0.645,0.51,0.5815,0.315,9
F,0.645,0.48,0.6925,0.35,12
M,0.655,0.55,0.586,0.365,10
F,0.655,0.51,0.4795,0.305,9
F,0.655,0.505,0.5935,0.425,12
M,0.66,0.51,0.7685,0.3925,14
F,0.67,0.55,0.858,0.354,10
F,0.68,0.51,0.714,0.4705,11
M,0.685,0.52,0.7185,0.32,11
F,0.685,0.565,0.7775,0.438,11
F,0.71,0.57,0.9925,0.48,12
M,0.72,0.57,0.919,0.485,10
F,0.75,0.565,0.7735,0.575,11
M,0.77,0.62,1.1155,0.642,12
M,0.775,0.63,1.3485,0.578,12
M,0.445,0.32,0.199,0.117,7
I,0.465,0.325,0.362,0.209,10
M,0.465,0.36,0.295,0.12,7
F,0.49,0.355,0.3485,0.2825,8
M,0.515,0.35,0.4185,0.273,9
M,0.525,0.365,0.438,0.276,10
M,0.525,0.38,0.303,0.159,7
M,0.53,0.41,0.3495,0.2105,8
M,0.57,0.455,0.4805,0.29,9
M,0.575,0.44,0.5075,0.2485,10
F,0.58,0.43,0.6535,0.4155,10
M,0.585,0.455,0.3945,0.258,10
F,0.615,0.455,0.5045,0.315,10
M,0.625,0.495,0.5815,0.3185,9
M,0.635,0.495,0.445,0.3475,11
F,0.665,0.515,0.5595,0.4375,11
F,0.685,0.535,0.7175,0.4215,9
M,0.695,0.53,0.7625,0.455,11
I,0.24,0.18,0.0235,0.018,4
I,0.39,0.31,0.1185,0.081,8
I,0.41,0.315,0.114,0.11,7
I,0.41,0.335,0.1405,0.105,7
I,0.415,0.31,0.1245,0.085,6
I,0.435,0.335,0.135,0.098,7
I,0.465,0.37,0.1635,0.166,7
I,0.47,0.375,0.196,0.135,8
I,0.475,0.34,0.203,0.1465,9
I,0.485,0.385,0.2505,0.154,7
I,0.495,0.38,0.2065,0.165,8
I,0.495,0.375,0.181,0.191,8
F,0.51,0.4,0.347,0.195,10
I,0.515,0.415,0.285,0.245,10
I,0.515,0.42,0.2555,0.235,10
M,0.515,0.385,0.253,0.14,8
I,0.52,0.41,0.2165,0.184,8
I,0.52,0.415,0.308,0.168,9
I,0.52,0.38,0.3285,0.1425,7
I,0.52,0.385,0.2555,0.143,10
I,0.525,0.405,0.3045,0.21,8
I,0.53,0.405,0.2715,0.1875,9
I,0.54,0.395,0.2705,0.192,9
I,0.545,0.425,0.305,0.244,10
I,0.55,0.435,0.295,0.238,10
I,0.55,0.45,0.3375,0.23,6
M,0.555,0.435,0.341,0.214,8
M,0.565,0.415,0.302,0.185,7
M,0.57,0.46,0.454,0.265,11
M,0.57,0.44,0.3805,0.283,9
M,0.575,0.45,0.318,0.2265,9
F,0.575,0.465,0.4735,0.35,9
I,0.575,0.45,0.45,0.225,10
I,0.575,0.45,0.3375,0.239,11
F,0.575,0.43,0.3485,0.22,9
M,0.58,0.44,0.518,0.2795,10
I,0.58,0.44,0.3525,0.242,10
M,0.58,0.44,0.3365,0.2485,9
F,0.6,0.47,0.4655,0.264,11
M,0.605,0.47,0.479,0.321,10
M,0.62,0.49,0.44,0.285,11
M,0.62,0.495,0.579,0.5195,15
M,0.62,0.485,0.425,0.335,12
F,0.625,0.445,0.46,0.304,11
M,0.635,0.525,0.5435,0.335,12
F,0.655,0.515,0.6195,0.497,11
M,0.665,0.525,0.6715,0.4,12
F,0.67,0.53,0.643,0.416,12
F,0.675,0.51,0.6295,0.4245,11
M,0.685,0.535,0.6615,0.4075,10
M,0.69,0.55,0.6655,0.5,11
M,0.7,0.55,0.6565,0.375,12
M,0.7,0.55,0.675,0.535,13
F,0.705,0.535,0.929,0.4395,10
I,0.16,0.11,0.0075,0.006,4
I,0.21,0.15,0.017,0.015,5
I,0.28,0.21,0.053,0.03,6
I,0.28,0.2,0.036,0.03,7
I,0.285,0.215,0.031,0.03,6
I,0.29,0.21,0.048,0.03,5
I,0.32,0.24,0.0585,0.041,6
I,0.335,0.25,0.0695,0.0495,6
I,0.35,0.235,0.0725,0.0495,7
I,0.35,0.25,0.0715,0.046,6
I,0.405,0.25,0.128,0.0805,7
I,0.425,0.315,0.1865,0.0985,7
I,0.46,0.35,0.2125,0.1375,7
I,0.475,0.365,0.268,0.1365,8
M,0.505,0.395,0.288,0.185,12
I,0.51,0.455,0.2875,0.2035,9
M,0.525,0.41,0.3435,0.1765,9
F,0.55,0.47,0.381,0.2675,10
F,0.56,0.41,0.342,0.253,9
M,0.565,0.445,0.4345,0.2475,9
M,0.61,0.49,0.465,0.341,10
I,0.27,0.195,0.0475,0.0285,5
I,0.32,0.255,0.072,0.057,8
I,0.325,0.24,0.0565,0.054,8
I,0.405,0.31,0.138,0.087,8
I,0.44,0.305,0.162,0.11,9
M,0.46,0.345,0.235,0.116,7
F,0.475,0.38,0.3165,0.1955,7
M,0.505,0.385,0.3135,0.1515,7
F,0.54,0.385,0.3265,0.2365,10
F,0.545,0.43,0.3945,0.231,9
F,0.6,0.47,0.492,0.3375,10
F,0.61,0.43,0.438,0.22,8
M,0.61,0.48,0.5575,0.372,8
M,0.645,0.495,0.603,0.339,9
F,0.665,0.525,0.818,0.4275,10
F,0.71,0.5,0.6835,0.28,10
M,0.72,0.585,0.9155,0.479,11
F,0.73,0.555,0.6555,0.4935,10
I,0.405,0.305,0.114,0.095,7
M,0.425,0.33,0.134,0.125,7
M,0.595,0.455,0.416,0.365,14
I,0.325,0.25,0.076,0.045,5
M,0.525,0.405,0.3265,0.175,8
I,0.475,0.36,0.177,0.145,9
F,0.29,0.21,0.113,0.035,6
I,0.4,0.31,0.106,0.085,7
M,0.62,0.51,0.4375,0.4,12
M,0.44,0.35,0.2,0.13,9
F,0.59,0.455,0.391,0.31,10
M,0.27,0.195,0.0465,0.036,7
M,0.445,0.355,0.1805,0.1505,10
F,0.4,0.3,0.1335,0.0935,8
M,0.69,0.55,0.732,0.57,19
M,0.375,0.305,0.1395,0.095,5
F,0.61,0.45,0.414,0.3,9
M,0.335,0.235,0.066,0.045,6
I,0.165,0.115,0.0055,0.005,4
M,0.575,0.45,0.342,0.35,12
F,0.57,0.45,0.414,0.405,20
F,0.595,0.47,0.462,0.445,14
M,0.55,0.43,0.317,0.355,13
M,0.495,0.385,0.2,0.26,14
M,0.47,0.37,0.222,0.17,12
F,0.575,0.485,0.419,0.3,14
I,0.215,0.17,0.0205,0.02,6
I,0.275,0.22,0.0565,0.042,6
F,0.29,0.225,0.0515,0.04,5
M,0.66,0.505,0.4865,0.61,18
F,0.595,0.495,0.5065,0.52,13
F,0.455,0.35,0.1965,0.175,10
F,0.515,0.415,0.276,0.25,13
M,0.58,0.465,0.401,0.385,17
F,0.505,0.39,0.267,0.215,12
M,0.555,0.43,0.2735,0.275,13
F,0.505,0.4,0.2675,0.25,9
M,0.595,0.475,0.419,0.35,17
M,0.6,0.48,0.4125,0.415,13
F,0.475,0.38,0.1735,0.185,7
M,0.465,0.36,0.2105,0.165,10
M,0.6,0.485,0.4995,0.38,13
F,0.59,0.465,0.506,0.295,13
F,0.58,0.455,0.312,0.3,17
F,0.62,0.51,0.581,0.32,13
F,0.635,0.51,0.5735,0.36,14
F,0.545,0.445,0.3465,0.295,13
M,0.695,0.57,0.751,0.685,15
M,0.51,0.405,0.3725,0.17,9
M,0.525,0.405,0.3305,0.195,10
F,0.58,0.475,0.4305,0.285,10
I,0.495,0.385,0.2755,0.165,8
F,0.65,0.5,0.485,0.365,12
M,0.47,0.375,0.2145,0.195,13
F,0.435,0.35,0.143,0.125,13
M,0.35,0.265,0.1365,0.085,7
M,0.595,0.47,0.4035,0.34,16
M,0.535,0.435,0.3415,0.25,13
M,0.515,0.42,0.2505,0.29,13
I,0.4,0.31,0.1145,0.095,10
M,0.43,0.345,0.0925,0.12,11
M,0.475,0.395,0.2465,0.2,13
F,0.525,0.425,0.3345,0.24,15
M,0.61,0.49,0.425,0.36,23
F,0.565,0.48,0.3885,0.275,18
M,0.56,0.455,0.4015,0.245,11
F,0.59,0.47,0.355,0.25,11
F,0.71,0.565,0.638,0.565,17
F,0.56,0.43,0.313,0.263,13
F,0.45,0.36,0.2035,0.149,9
F,0.515,0.435,0.2765,0.216,12
M,0.7,0.53,0.548,0.42,18
M,0.575,0.47,0.4515,0.4,13
F,0.545,0.44,0.2985,0.265,11
M,0.55,0.45,0.343,0.25,12
F,0.66,0.525,0.5005,0.41,18
F,0.6,0.47,0.392,0.29,15
M,0.695,0.57,0.8665,0.5,19
M,0.65,0.545,0.487,0.48,15
F,0.405,0.325,0.145,0.11,12
F,0.5,0.405,0.253,0.185,12
M,0.175,0.135,0.011,0.01,5
F,0.525,0.39,0.2265,0.21,16
F,0.44,0.345,0.165,0.132,11
F,0.45,0.345,0.1905,0.14,12
M,0.37,0.29,0.11,0.069,10
I,0.61,0.475,0.4435,0.32,14
I,0.635,0.505,0.5805,0.435,17
F,0.585,0.415,0.3,0.195,12
I,0.62,0.485,0.4805,0.33,15
F,0.505,0.375,0.2635,0.167,10
F,0.505,0.38,0.2935,0.17,12
I,0.42,0.305,0.094,0.0955,9
M,0.425,0.315,0.1135,0.13,18
M,0.35,0.255,0.1,0.06,13
I,0.575,0.45,0.358,0.26,13
M,0.26,0.19,0.0445,0.03,6
F,0.465,0.38,0.208,0.22,14
F,0.55,0.435,0.2875,0.28,14
M,0.395,0.305,0.0975,0.096,9
I,0.25,0.18,0.028,0.0225,5
F,0.585,0.47,0.3975,0.358,20
F,0.5,0.385,0.2625,0.27,13
M,0.44,0.325,0.144,0.13,8
F,0.52,0.405,0.276,0.215,11
M,0.425,0.325,0.142,0.105,9
M,0.54,0.415,0.272,0.24,13
M,0.615,0.475,0.474,0.24,11
M,0.605,0.49,0.517,0.31,14
F,0.59,0.455,0.38,0.28,12
F,0.47,0.355,0.1525,0.135,8
F,0.5,0.44,0.2025,0.2115,14
M,0.39,0.285,0.11,0.08,8
M,0.52,0.4,0.2745,0.21,12
F,0.54,0.415,0.275,0.275,14
F,0.63,0.51,0.5115,0.3065,11
F,0.475,0.38,0.167,0.187,11
M,0.495,0.4,0.2015,0.25,15
I,0.285,0.21,0.044,0.033,5
I,0.3,0.23,0.052,0.0345,6
I,0.375,0.3,0.059,0.044,7
I,0.415,0.325,0.2285,0.114,7
I,0.415,0.315,0.1405,0.095,6
I,0.425,0.31,0.159,0.105,6
M,0.48,0.37,0.3445,0.161,7
M,0.545,0.45,0.387,0.2625,11
F,0.565,0.44,0.4475,0.2485,9
M,0.59,0.455,0.5,0.292,9
M,0.595,0.49,0.482,0.361,10
F,0.6,0.475,0.5885,0.3175,9
F,0.64,0.5,0.593,0.431,11
F,0.69,0.55,0.8715,0.4395,9
I,0.225,0.17,0.024,0.016,4
I,0.275,0.195,0.0345,0.0255,4
I,0.315,0.235,0.058,0.047,7
I,0.37,0.29,0.108,0.07,6
I,0.405,0.31,0.1575,0.088,6
I,0.44,0.355,0.231,0.125,7
I,0.45,0.35,0.2235,0.118,6
I,0.465,0.355,0.23,0.12,7
I,0.475,0.355,0.201,0.12,8
M,0.525,0.415,0.394,0.202,7
M,0.53,0.41,0.3095,0.1835,6
F,0.55,0.425,0.5475,0.215,8
F,0.58,0.445,0.41,0.2425,8
F,0.585,0.45,0.405,0.2335,8
F,0.595,0.47,0.542,0.31,9
M,0.615,0.47,0.5085,0.292,8
F,0.625,0.49,0.4485,0.3595,8
F,0.63,0.495,0.5455,0.2885,9
F,0.69,0.545,0.7855,0.498,13
F,0.695,0.55,0.767,0.4175,10
F,0.7,0.575,0.7295,0.5165,13
I,0.275,0.205,0.495,0.0315,5
I,0.355,0.285,0.0955,0.0715,6
I,0.425,0.34,0.1625,0.094,7
I,0.43,0.32,0.1635,0.09,7
I,0.46,0.37,0.2645,0.1345,6
I,0.465,0.355,0.2085,0.1185,7
I,0.475,0.375,0.233,0.1455,7
I,0.485,0.375,0.266,0.157,8
M,0.49,0.38,0.2935,0.15,8
I,0.495,0.38,0.233,0.136,7
M,0.505,0.4,0.377,0.178,7
I,0.52,0.395,0.2985,0.175,9
F,0.545,0.43,0.4355,0.201,9
F,0.545,0.4,0.368,0.18,9
M,0.565,0.43,0.3495,0.213,9
F,0.57,0.45,0.4015,0.255,9
M,0.57,0.45,0.546,0.25,9
F,0.575,0.48,0.4235,0.248,8
M,0.59,0.46,0.496,0.26,9
F,0.59,0.46,0.445,0.2565,8
M,0.6,0.49,1.005,0.491,10
F,0.615,0.475,0.543,0.2345,9
F,0.615,0.47,0.5885,0.246,9
M,0.63,0.51,0.6575,0.375,10
M,0.645,0.48,0.6055,0.285,9
F,0.645,0.52,0.5775,0.317,9
M,0.65,0.51,0.7215,0.335,9
M,0.66,0.515,0.694,0.3755,10
M,0.68,0.52,0.724,0.406,11
F,0.725,0.53,0.83,0.405,11
F,0.74,0.575,0.8915,0.471,12
M,0.75,0.555,1.0615,0.5285,11
I,0.21,0.15,0.0135,0.0105,4
I,0.25,0.175,0.0275,0.02,4
I,0.36,0.26,0.074,0.06,5
I,0.385,0.3,0.1705,0.081,7
I,0.385,0.285,0.1215,0.068,8
I,0.395,0.32,0.149,0.09,8
I,0.405,0.31,0.416,0.0995,8
I,0.41,0.315,0.124,0.1,8
I,0.41,0.325,0.1325,0.101,8
I,0.46,0.345,0.187,0.11,8
M,0.48,0.375,0.2535,0.172,11
I,0.49,0.365,0.252,0.1615,10
I,0.505,0.38,0.2645,0.165,9
I,0.51,0.385,0.3985,0.1805,8
F,0.515,0.395,0.2015,0.162,9
I,0.525,0.375,0.3045,0.19,9
M,0.535,0.43,0.3285,0.245,10
F,0.545,0.44,0.366,0.275,8
I,0.55,0.43,0.3025,0.225,10
I,0.56,0.435,0.329,0.251,11
I,0.565,0.43,0.332,0.29,11
F,0.58,0.425,0.3645,0.2705,9
F,0.62,0.48,0.5325,0.324,10
M,0.625,0.5,0.5445,0.295,10
M,0.63,0.47,0.539,0.3115,12
M,0.64,0.485,0.5195,0.3175,10
M,0.65,0.51,0.6485,0.45,12
F,0.705,0.54,0.8265,0.461,9
M,0.725,0.57,1.253,0.52,9
I,0.24,0.17,0.0205,0.0155,5
I,0.375,0.285,0.119,0.0675,6
I,0.5,0.375,0.2235,0.16,8
M,0.52,0.4,0.4515,0.1985,9
I,0.52,0.395,0.424,0.1895,7
M,0.58,0.445,0.49,0.27,9
F,0.58,0.445,0.484,0.2325,8
M,0.59,0.485,0.4535,0.31,9
M,0.6,0.475,0.5105,0.285,9
F,0.62,0.48,0.535,0.287,10
M,0.625,0.475,0.656,0.337,10
M,0.63,0.49,0.575,0.294,10
F,0.645,0.49,0.4935,0.299,9
F,0.655,0.515,0.524,0.385,11
F,0.72,0.565,0.8465,0.3875,11
F,0.72,0.55,0.637,0.435,10
I,0.37,0.27,0.07,0.065,7
I,0.4,0.315,0.151,0.088,8
I,0.435,0.335,0.109,0.115,7
I,0.445,0.31,0.1555,0.0855,7
I,0.46,0.36,0.161,0.16,9
I,0.47,0.385,0.264,0.174,8
I,0.495,0.375,0.2855,0.161,8
I,0.5,0.37,0.249,0.152,8
I,0.51,0.4,0.231,0.177,9
I,0.52,0.4,0.2935,0.16,8
I,0.54,0.425,0.3675,0.246,11
I,0.55,0.435,0.34,0.244,8
I,0.56,0.43,0.3355,0.2175,8
F,0.575,0.425,0.455,0.228,8
I,0.575,0.455,0.495,0.246,9
F,0.58,0.45,0.4615,0.248,9
F,0.58,0.45,0.393,0.2895,9
M,0.595,0.47,0.492,0.265,10
I,0.6,0.445,0.445,0.253,9
F,0.6,0.48,0.4575,0.3135,10
M,0.6,0.45,0.617,0.3605,10
I,0.605,0.48,0.425,0.3,10
F,0.615,0.475,0.559,0.3165,11
F,0.615,0.515,0.545,0.29,9
M,0.615,0.455,0.382,0.2615,10
F,0.615,0.495,0.5415,0.3185,10
F,0.62,0.475,0.455,0.277,9
M,0.62,0.475,0.5935,0.3745,10
F,0.63,0.48,0.5505,0.3885,10
M,0.635,0.52,0.6,0.367,11
M,0.64,0.575,0.625,0.4395,11
F,0.65,0.565,0.753,0.43,12
F,0.66,0.525,0.4975,0.394,13
M,0.67,0.525,0.6595,0.425,9
F,0.68,0.505,0.657,0.355,12
M,0.685,0.505,0.667,0.41,10
I,0.43,0.345,0.212,0.109,8
M,0.485,0.365,0.4235,0.313,8
I,0.5,0.37,0.306,0.141,7
F,0.505,0.38,0.391,0.1515,8
M,0.555,0.405,0.6115,0.389,10
F,0.59,0.44,0.4775,0.2925,9
I,0.595,0.43,0.4525,0.2725,8
F,0.595,0.43,0.653,0.41,11
M,0.61,0.485,0.597,0.33,9
F,0.62,0.5,0.5475,0.3315,10
M,0.64,0.485,0.456,0.2835,9
F,0.655,0.505,0.6205,0.326,10
F,0.75,0.615,0.821,0.726,12
I,0.46,0.37,0.1485,0.1455,8
I,0.495,0.375,0.241,0.15,8
I,0.52,0.395,0.3155,0.186,11
I,0.535,0.42,0.273,0.237,9
M,0.54,0.42,0.293,0.38,10
I,0.55,0.405,0.3015,0.21,10
I,0.55,0.445,0.3045,0.265,11
F,0.57,0.47,0.385,0.2315,10
I,0.575,0.445,0.45,0.24,9
M,0.595,0.47,0.382,0.5,12
M,0.6,0.45,0.3695,0.255,12
M,0.63,0.495,0.495,0.4695,10
M,0.635,0.5,0.4405,0.387,9
M,0.655,0.54,0.6955,0.42,11
F,0.655,0.455,0.587,0.3415,11
F,0.66,0.53,0.7765,0.401,10
M,0.685,0.51,0.686,0.4055,10
F,0.7,0.555,0.647,0.455,11
M,0.71,0.56,0.566,0.4625,13
F,0.73,0.55,0.5415,0.5965,14
I,0.425,0.31,0.139,0.093,7
I,0.425,0.32,0.1235,0.0725,8
M,0.645,0.5,0.5985,0.439,11
I,0.37,0.275,0.1505,0.068,5
I,0.395,0.3,0.1265,0.0895,8
I,0.41,0.325,0.1605,0.103,8
M,0.585,0.46,0.581,0.323,10
F,0.62,0.485,0.5105,0.352,9
M,0.46,0.36,0.2165,0.19,8
M,0.465,0.36,0.188,0.19,10
I,0.335,0.26,0.078,0.065,11
I,0.18,0.135,0.0145,0.01,5
I,0.215,0.165,0.0265,0.0185,5
F,0.625,0.48,0.6075,0.355,9
F,0.645,0.5,0.5345,0.345,13
F,0.71,0.53,0.6755,0.6855,12
F,0.655,0.505,0.5835,0.396,10
M,0.54,0.41,0.2375,0.175,7
F,0.43,0.35,0.1575,0.12,9
M,0.64,0.49,0.4445,0.375,15
F,0.64,0.475,0.4365,0.3805,13
M,0.605,0.47,0.3925,0.31,15
F,0.505,0.405,0.239,0.18,11
M,0.35,0.265,0.0995,0.065,6
I,0.27,0.195,0.045,0.034,8
F,0.37,0.295,0.1165,0.0835,7
M,0.72,0.575,0.8835,0.665,16
M,0.65,0.515,0.5665,0.405,13
M,0.565,0.435,0.354,0.31,20
F,0.635,0.505,0.501,0.41,17
I,0.48,0.38,0.2105,0.175,15
M,0.565,0.45,0.3785,0.265,12
F,0.585,0.46,0.3745,0.325,14
F,0.57,0.495,0.452,0.315,14
F,0.62,0.485,0.531,0.37,11
F,0.64,0.505,0.4435,0.365,14
M,0.385,0.305,0.109,0.1,9
I,0.42,0.325,0.1575,0.115,9
M,0.57,0.455,0.387,0.275,11
M,0.41,0.325,0.158,0.125,12
M,0.665,0.535,0.596,0.485,14
I,0.345,0.285,0.0865,0.075,8
M,0.635,0.51,0.428,0.315,18
M,0.555,0.435,0.377,0.29,15
F,0.695,0.55,0.694,0.44,13
F,0.61,0.495,0.464,0.365,15
M,0.3,0.24,0.0725,0.05,6
F,0.575,0.48,0.375,0.29,12
M,0.505,0.385,0.3185,0.185,9
F,0.595,0.465,0.402,0.31,12
F,0.625,0.475,0.3195,0.24,13
M,0.465,0.36,0.169,0.145,11
F,0.475,0.375,0.192,0.175,13
M,0.46,0.355,0.215,0.13,12
M,0.485,0.385,0.2,0.17,12
M,0.525,0.415,0.26,0.22,12
F,0.655,0.53,0.493,0.565,18
M,0.69,0.54,0.533,0.555,24
M,0.55,0.45,0.317,0.22,11
F,0.58,0.475,0.414,0.305,13
F,0.665,0.57,0.6965,0.405,13
F,0.605,0.475,0.4695,0.27,15
M,0.535,0.42,0.275,0.225,15
F,0.495,0.375,0.2615,0.178,11
F,0.605,0.485,0.437,0.33,14
F,0.71,0.575,0.6465,0.52,15
F,0.565,0.45,0.302,0.265,12
F,0.57,0.435,0.3235,0.22,16
I,0.41,0.3,0.097,0.08,10
F,0.48,0.38,0.1915,0.155,12
F,0.505,0.41,0.243,0.215,17
F,0.705,0.555,0.4715,0.52,19
F,0.395,0.3,0.1435,0.098,12
I,0.635,0.48,0.6255,0.425,16
F,0.385,0.305,0.146,0.08,10
F,0.425,0.325,0.1465,0.14,12
I,0.54,0.435,0.4285,0.264,17
M,0.43,0.33,0.1315,0.112,14
F,0.455,0.365,0.166,0.1345,13
F,0.48,0.38,0.232,0.23,12
I,0.47,0.4,0.1615,0.198,14
M,0.415,0.32,0.1215,0.104,11
I,0.47,0.375,0.1665,0.17,10
I,0.445,0.345,0.1365,0.18,11
F,0.51,0.38,0.224,0.185,13
I,0.435,0.34,0.1685,0.13,10
I,0.39,0.3,0.1385,0.085,6
I,0.58,0.445,0.3935,0.315,20
F,0.58,0.44,0.4005,0.335,19
I,0.54,0.405,0.307,0.19,10
M,0.33,0.245,0.0655,0.055,11
I,0.61,0.46,0.41,0.37,17
M,0.455,0.345,0.169,0.135,12
M,0.33,0.235,0.0615,0.055,10
I,0.31,0.235,0.048,0.04,6
F,0.475,0.35,0.194,0.125,13
M,0.545,0.41,0.3035,0.31,18
M,0.56,0.44,0.5035,0.26,10
M,0.575,0.435,0.368,0.32,10
M,0.365,0.285,0.0855,0.07,9
I,0.34,0.25,0.0785,0.05,7
I,0.35,0.28,0.082,0.064,8
I,0.415,0.31,0.167,0.0915,6
M,0.58,0.46,0.491,0.265,9
F,0.58,0.48,0.4945,0.371,8
F,0.595,0.475,0.444,0.37,10
M,0.6,0.475,0.5195,0.292,11
M,0.61,0.47,0.497,0.2785,9
F,0.63,0.475,0.536,0.316,11
I,0.36,0.27,0.097,0.065,6
I,0.365,0.27,0.0915,0.063,6
I,0.37,0.28,0.1255,0.0645,6
I,0.375,0.285,0.1045,0.075,7
I,0.43,0.335,0.188,0.09,6
M,0.48,0.37,0.349,0.135,8
I,0.485,0.37,0.219,0.13,7
F,0.49,0.4,0.256,0.145,9
I,0.495,0.4,0.2545,0.1645,8
M,0.52,0.39,0.2885,0.161,7
M,0.55,0.44,0.3645,0.25,8
F,0.555,0.42,0.4445,0.225,8
F,0.61,0.495,0.53,0.3455,10
M,0.62,0.485,0.5235,0.2825,9
F,0.625,0.47,0.525,0.405,10
F,0.64,0.48,0.4915,0.353,9
M,0.64,0.5,0.642,0.354,9
M,0.66,0.525,0.5815,0.372,10
I,0.44,0.33,0.197,0.09,7
I,0.47,0.355,0.156,0.123,7
I,0.47,0.355,0.167,0.139,7
I,0.475,0.42,0.35,0.1845,8
I,0.52,0.38,0.2375,0.1535,8
M,0.555,0.44,0.4155,0.23,8
M,0.61,0.47,0.5315,0.325,10
M,0.625,0.47,0.605,0.271,9
F,0.66,0.5,0.556,0.4085,9
F,0.7,0.56,0.8605,0.398,11
M,0.715,0.545,0.871,0.449,10
I,0.215,0.15,0.015,0.0125,3
I,0.26,0.205,0.0415,0.0305,4
I,0.35,0.26,0.072,0.0575,7
I,0.43,0.325,0.119,0.098,6
M,0.435,0.335,0.2075,0.1315,7
I,0.435,0.34,0.1775,0.125,8
I,0.45,0.35,0.253,0.14,8
I,0.475,0.355,0.2155,0.142,9
I,0.5,0.365,0.229,0.1645,9
M,0.505,0.39,0.2575,0.1535,8
I,0.53,0.405,0.2945,0.19,9
I,0.53,0.42,0.296,0.198,8
I,0.54,0.41,0.31,0.2,8
M,0.58,0.47,0.54,0.279,9
F,0.585,0.465,0.4035,0.259,9
F,0.585,0.46,0.486,0.294,9
M,0.6,0.47,0.4225,0.275,8
F,0.6,0.475,0.4905,0.31,10
F,0.625,0.5,0.564,0.374,9
M,0.625,0.49,0.517,0.39,11
F,0.65,0.52,0.689,0.432,11
M,0.655,0.525,0.686,0.405,11
F,0.655,0.53,0.583,0.4,8
F,0.66,0.5,0.6485,0.335,12
M,0.66,0.515,0.749,0.401,11
M,0.675,0.515,0.6025,0.325,10
M,0.735,0.555,1.2395,0.6195,12
I,0.175,0.125,0.0095,0.009,4
I,0.395,0.3,0.1385,0.077,5
I,0.42,0.325,0.1245,0.1025,7
I,0.495,0.375,0.31,0.1395,8
M,0.58,0.45,0.3935,0.215,9
F,0.61,0.49,0.7045,0.3045,11
M,0.615,0.495,0.5795,0.371,14
F,0.64,0.5,0.565,0.315,9
F,0.655,0.455,0.583,0.333,8
M,0.66,0.53,0.7395,0.405,10
F,0.735,0.565,0.87,0.5675,13
I,0.285,0.225,0.0425,0.035,7
I,0.36,0.265,0.0725,0.055,6
I,0.435,0.325,0.1335,0.105,6
I,0.44,0.32,0.1495,0.1,8
I,0.475,0.365,0.1645,0.127,7
I,0.475,0.35,0.1905,0.1355,9
I,0.515,0.405,0.213,0.195,9
I,0.525,0.405,0.2985,0.168,10
F,0.525,0.425,0.4205,0.2225,10
I,0.53,0.395,0.2975,0.195,11
M,0.535,0.405,0.336,0.19,7
F,0.545,0.41,0.2945,0.205,10
I,0.55,0.45,0.3445,0.24,8
M,0.6,0.47,0.441,0.305,10
M,0.615,0.47,0.5675,0.317,11
I,0.62,0.47,0.447,0.284,11
F,0.625,0.485,0.61,0.3605,14
I,0.63,0.49,0.5515,0.31,11
F,0.63,0.505,0.516,0.375,9
M,0.65,0.495,0.55,0.32,10
M,0.65,0.51,0.4955,0.385,12
F,0.67,0.54,0.6435,0.4165,9
F,0.675,0.53,0.62,0.425,9
M,0.685,0.535,0.637,0.46,11
M,0.71,0.555,1.2455,0.434,11
M,0.78,0.6,1.1945,0.6745,11
I,0.35,0.25,0.1725,0.1255,7
I,0.38,0.28,0.165,0.067,7
M,0.43,0.31,0.2735,0.184,9
I,0.465,0.36,0.22,0.1035,9
M,0.505,0.4,0.3445,0.185,7
M,0.515,0.37,0.3415,0.146,9
F,0.55,0.415,0.502,0.311,9
F,0.575,0.42,0.914,0.4095,10
M,0.615,0.475,0.476,0.283,9
F,0.695,0.525,0.819,0.4525,13
